1a. State,1b. LEA or entity name,1c. LEA ID,1f. City,2c. Fleet operator 1,2c. Fleet operator 2,3a. Number of ESBs committed ,3n. Current status of bus,3o. Batch,3p. Quarter awarded,3q. Quarter ordered,3r. Quarter delivered,3s. Quarter first operating,3t. Bus OEM,3u. Electric powertrain manufacturer,3v. Model,3w. Type,3x. Dealer,3y. Multiple funding sources used?,3z. Funding source 1,3aa. Agency administering funds 1,3z. Funding source 2,3aa. Agency administering funds 2,3z. Funding source 3,3aa. Agency administering funds 3,3z. Funding source 4,3aa. Agency administering funds 4,3ab. Dollar amount toward bus,3ac. Charging company,3ad. Charging funding source,3ae. Dollar amount toward charger
VIRGINIA,Franklin City Public Schools,5101410,Franklin,,,3,Operating,1,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Sonny Merryman Inc.,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
VIRGINIA,Franklin City Public Schools,5101410,Franklin,,,3,Operating,1,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Sonny Merryman Inc.,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
VIRGINIA,Franklin City Public Schools,5101410,Franklin,,,3,Operating,1,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Sonny Merryman Inc.,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
VIRGINIA,Grayson County Public Schools,5101690,Independence,,,4,Operating,1,2022 Q4,2023 Q1,2023 Q3,2023 Q3,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Sonny Merryman Inc.,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
TEXAS,CANUTILLO ISD,4812780,EL PASO,,,29,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CANUTILLO ISD,4812780,EL PASO,,,29,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CANUTILLO ISD,4812780,EL PASO,,,29,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CANUTILLO ISD,4812780,EL PASO,,,29,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CANUTILLO ISD,4812780,EL PASO,,,29,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
WASHINGTON,Central Kitsap School District,5301080,SILVERDALE,,,1,Operating,1,2020 Q2,2021 Q1,2021 Q1,2021 Q1,Blue Bird,,,D,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
TEXAS,CANUTILLO ISD,4812780,EL PASO,,,29,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CANUTILLO ISD,4812780,EL PASO,,,29,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CANUTILLO ISD,4812780,EL PASO,,,29,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CEDAR HILL ISD,4813230,CEDAR HILL,Highland Electric,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CEDAR HILL ISD,4813230,CEDAR HILL,Highland Electric,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CEDAR HILL ISD,4813230,CEDAR HILL,Highland Electric,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CEDAR HILL ISD,4813230,CEDAR HILL,Highland Electric,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CEDAR HILL ISD,4813230,CEDAR HILL,Highland Electric,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CEDAR HILL ISD,4813230,CEDAR HILL,Highland Electric,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CEDAR HILL ISD,4813230,CEDAR HILL,Highland Electric,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
WASHINGTON,Curlew School District,5301890,CURLEW,,,1,Operating,1,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,Elma School District,5302490,ELMA,,,2,Operating,1,2020 Q2,2021 Q1,2022 Q1,2022 Q2,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Schetky Bus and Van Sales,No,VW Settlement,Washington Department of Ecology,,,,,,,"$368,236 ",,,"$50,000 "
WASHINGTON,Elma School District,5302490,ELMA,,,2,Operating,2,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,Everett School District,5302670,Everett,Durham School Services,,6,Operating,1,2022 Q1,2022 Q2,2022 Q4,2023 Q3,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,Everett School District,5302670,Everett,Durham School Services,,6,Operating,1,2022 Q1,2022 Q2,2022 Q4,2023 Q3,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,Everett School District,5302670,Everett,Durham School Services,,6,Operating,1,2022 Q1,2022 Q2,2022 Q4,2023 Q3,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
TEXAS,CEDAR HILL ISD,4813230,CEDAR HILL,Highland Electric,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,CEDAR HILL ISD,4813230,CEDAR HILL,Highland Electric,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,EVADALE ISD,4818750,EVADALE,,,2,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
WASHINGTON,Franklin Pierce School District,5302940,TACOMA,,,7,Operating,1,2018 Q1,2018 Q2,2019 Q2,2019 Q3,Blue Bird,,,D,,No,TransAlta's Centralia Coal Transition grant,TransAlta USA,,,,,,,,ClipperCreek,,
WASHINGTON,Franklin Pierce School District,5302940,TACOMA,,,7,Operating,2,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Franklin Pierce School District,5302940,TACOMA,,,7,Operating,2,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Franklin Pierce School District,5302940,TACOMA,,,7,Operating,2,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Franklin Pierce School District,5302940,TACOMA,,,7,Operating,3,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,Franklin Pierce School District,5302940,TACOMA,,,7,Operating,3,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,,,,,,,,,,,,
WASHINGTON,Franklin Pierce School District,5302940,TACOMA,,,7,Operating,3,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,,,,,,,,,,,,
WASHINGTON,Highline School District,5303540,BURIEN,,,6,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Schetky Bus and Van Sales,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Highline School District,5303540,BURIEN,,,6,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Schetky Bus and Van Sales,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Highline School District,5303540,BURIEN,,,6,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Schetky Bus and Van Sales,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Highline School District,5303540,BURIEN,,,6,Operating,2,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,Highline School District,5303540,BURIEN,,,6,Operating,3,2023 Q1,2023 Q2,2024 Q1,2024 Q1,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,Highline School District,5303540,BURIEN,,,6,Operating,3,2023 Q1,2023 Q2,2024 Q1,2024 Q1,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
TEXAS,EVADALE ISD,4818750,EVADALE,,,2,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,EXCELSIOR ISD,4818840,CENTER,,,2,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,Nuvve,,
TEXAS,EXCELSIOR ISD,4818840,CENTER,,,2,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,Nuvve,,
TEXAS,LITTLE CYPRESS-MAURICEVILLE CISD,4827690,ORANGE,,,11,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,LITTLE CYPRESS-MAURICEVILLE CISD,4827690,ORANGE,,,11,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,LITTLE CYPRESS-MAURICEVILLE CISD,4827690,ORANGE,,,11,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
WASHINGTON,Kent School District,5303960,KENT,,,3,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Kent School District,5303960,KENT,,,3,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Kent School District,5303960,KENT,,,3,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
TEXAS,LITTLE CYPRESS-MAURICEVILLE CISD,4827690,ORANGE,,,11,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,LITTLE CYPRESS-MAURICEVILLE CISD,4827690,ORANGE,,,11,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,LITTLE CYPRESS-MAURICEVILLE CISD,4827690,ORANGE,,,11,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,LITTLE CYPRESS-MAURICEVILLE CISD,4827690,ORANGE,,,11,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
WASHINGTON,Lakewood School District,5304260,Marysville,,,3,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Lakewood School District,5304260,Marysville,,,3,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Lakewood School District,5304260,Marysville,,,3,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
TEXAS,LITTLE CYPRESS-MAURICEVILLE CISD,4827690,ORANGE,,,11,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
WASHINGTON,Loon Lake School District,5304500,LOON LAKE,,,1,Operating,1,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,Lopez School District,5304530,LOPEZ ISLAND,,,1,Operating,1,2020 Q2,2021 Q1,2022 Q3,2022 Q4,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Schetky Bus and Van Sales,No,VW Settlement,Washington Department of Ecology,,,,,,,"$275,000 ",,VW Settlement and anonymous donor,"$50,000 "
WASHINGTON,Mary M Knight School District,5304800,ELMA,,,2,Operating,1,2020 Q2,2021 Q1,2022 Q1,2022 Q2,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Schetky Bus and Van Sales,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Mary M Knight School District,5304800,ELMA,,,2,Operating,2,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
TEXAS,LITTLE CYPRESS-MAURICEVILLE CISD,4827690,ORANGE,,,11,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,LITTLE CYPRESS-MAURICEVILLE CISD,4827690,ORANGE,,,11,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
WASHINGTON,Mercer Island School District,5304980,MERCER ISLAND,,,2,Operating,1,2021 Q1,2022 Q2,2023 Q2,2023 Q2,Blue Bird,,All American RE,D,Bryson Sales and Service,No,Levy,,,,,,,,"$380,000 ",,,
WASHINGTON,Mercer Island School District,5304980,MERCER ISLAND,,,2,Operating,1,2021 Q1,2022 Q2,2023 Q1,2023 Q2,Blue Bird,,,,Bryson Sales and Service,No,Levy,,,,,,,,"$380,000 ",,,
WASHINGTON,Naches Valley School District,5305460,NACHES,,,1,Operating,1,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,North Beach School District No. 64,5305700,OCEAN SHORES,,,1,Operating,1,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,North Kitsap School District,5305760,Poulsbo,,,3,Operating,1,2022 Q1,2022 Q2,2023 Q1,2023 Q2,Collins,Lightning Systems,,A,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,North Kitsap School District,5305760,Poulsbo,,,3,Operating,2,2023 Q1,2023 Q2,2024 Q1,2024 Q1,Collins,Lightning Systems,,A,,No,,,,,,,,,,,,
WASHINGTON,North Kitsap School District,5305760,Poulsbo,,,3,Operating,2,2023 Q1,2023 Q2,2024 Q1,2024 Q1,,,,,,No,,,,,,,,,,,,
WASHINGTON,North Thurston Public Schools,5305850,LACEY,,,3,Operating,1,2020 Q2,2021 Q3,2021 Q3,2021 Q3,Micro Bird,,G5,A,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,North Thurston Public Schools,5305850,LACEY,,,3,Operating,1,2020 Q2,2021 Q3,2021 Q3,2021 Q3,Micro Bird,,G5,A,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,North Thurston Public Schools,5305850,LACEY,,,3,Operating,1,2020 Q2,2021 Q3,2021 Q3,2021 Q3,Micro Bird,,G5,A,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
TEXAS,LITTLE CYPRESS-MAURICEVILLE CISD,4827690,ORANGE,,,11,Awarded,1,2024 Q2,,,,Blue Bird,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
WASHINGTON,Northshore School District,5305910,BOTHELL,,,6,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,Blue Bird,,,D,,No,VW Settlement,Washington Department of Ecology,,,,,,,,ClipperCreek,,"$50,000 "
WASHINGTON,Northshore School District,5305910,BOTHELL,,,6,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,Blue Bird,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Northshore School District,5305910,BOTHELL,,,6,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,Blue Bird,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
TEXAS,LONGVIEW ISD,4828110,LONGVIEW,,,20,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,LONGVIEW ISD,4828110,LONGVIEW,,,20,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,LONGVIEW ISD,4828110,LONGVIEW,,,20,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
WASHINGTON,Oak Harbor School District,5305940,OAK HARBOR,,,1,Operating,1,2020 Q2,2020 Q4,2020 Q4,2020 Q4,Blue Bird,,,D,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Olympia School District,5306180,OLYMPIA,,,3,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Olympia School District,5306180,OLYMPIA,,,3,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Olympia School District,5306180,OLYMPIA,,,3,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Orcas Island School District,5306300,EASTSOUND,,,1,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Schetky Bus and Van Sales,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Pasco School District,5306570,PASCO,,,1,Operating,1,2022 Q1,2022 Q2,2023 Q1,2023 Q2,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,Pioneer School District,5306750,SHELTON,,,1,Operating,1,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
WASHINGTON,Pullman School District,5306930,PULLMAN,,,2,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
TEXAS,LONGVIEW ISD,4828110,LONGVIEW,,,20,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
WASHINGTON,Lake Quinault School District,5307050,AMANDA PARK,,,2,Operating,1,2020 Q2,2021 Q1,2021 Q2,2021 Q3,Micro Bird,,G5,A,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Lake Quinault School District,5307050,AMANDA PARK,,,2,Operating,2,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Air Quality Clean Diesel Electric School Bus Grant Program,Washington Department of Ecology,,,,,,,,,,
TEXAS,LONGVIEW ISD,4828110,LONGVIEW,,,20,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,LONGVIEW ISD,4828110,LONGVIEW,,,20,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
WASHINGTON,Renton School District,5307230,RENTON,,,2,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Renton School District,5307230,RENTON,,,2,Operating,1,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
WASHINGTON,Republic School District,5307260,REPUBLIC,,,3,Operating,1,2020 Q2,2021 Q2,2021 Q2,2021 Q2,Blue Bird,,Vision Electric,C,,No,VW Settlement,Washington Department of Ecology,,,,,,,,,,"$50,000 "
TEXAS,LONGVIEW ISD,4828110,LONGVIEW,,,20,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,LONGVIEW ISD,4828110,LONGVIEW,,,20,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,LONGVIEW ISD,4828110,LONGVIEW,,,20,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,LONGVIEW ISD,4828110,LONGVIEW,,,20,Awarded,2,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,MILLER GROVE ISD,4830810,CUMBY,,,3,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,MILLER GROVE ISD,4830810,CUMBY,,,3,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,MILLER GROVE ISD,4830810,CUMBY,,,3,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,NATALIA ISD,4832130,NATALIA,,,5,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,NATALIA ISD,4832130,NATALIA,,,5,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,NATALIA ISD,4832130,NATALIA,,,5,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,NATALIA ISD,4832130,NATALIA,,,5,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,NATALIA ISD,4832130,NATALIA,,,5,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,OAKWOOD ISD,4833340,OAKWOOD,,,2,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,OAKWOOD ISD,4833340,OAKWOOD,,,2,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,PLANO ISD,4835100,PLANO,,,6,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,PLANO ISD,4835100,PLANO,,,6,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,PLANO ISD,4835100,PLANO,,,6,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,PLANO ISD,4835100,PLANO,,,6,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,PLANO ISD,4835100,PLANO,,,6,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,PLANO ISD,4835100,PLANO,,,6,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,,,
TEXAS,PRINCETON ISD,4835850,PRINCETON,,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,Universal EV,,
TEXAS,PRINCETON ISD,4835850,PRINCETON,,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,Universal EV,,
TEXAS,PRINCETON ISD,4835850,PRINCETON,,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,Universal EV,,
TEXAS,PRINCETON ISD,4835850,PRINCETON,,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,Universal EV,,
TEXAS,PRINCETON ISD,4835850,PRINCETON,,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,Universal EV,,
TEXAS,PRINCETON ISD,4835850,PRINCETON,,,10,Awarded,1,2024 Q2,,,,,,,,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,,Universal EV,,
